LeadNumber,CustomerId,PrimaryContactId,LeadName,DealSize,City,State,Country,BudgetAmount
S_LeadNumber11612,8590174592,8590174595,S_LeadName11612,96,RWS,CA,US,42
S_LeadNumber11613,8590174592,8590174595,S_LeadName11613,65,RWS,CA,US,85
S_LeadNumber11614,8590174592,8590174595,S_LeadName11614,9,RWS,CA,US,38
S_LeadNumber11615,8590174592,8590174595,S_LeadName11615,2,RWS,CA,US,74
S_LeadNumber11616,8590174592,8590174595,S_LeadName11616,49,RWS,CA,US,3
S_LeadNumber11617,8590174592,8590174595,S_LeadName11617,73,RWS,CA,US,1
S_LeadNumber11618,8590174592,8590174595,S_LeadName11618,12,RWS,CA,US,35
S_LeadNumber11619,8590174592,8590174595,S_LeadName11619,68,RWS,CA,US,35
S_LeadNumber11620,8590174592,8590174595,S_LeadName11620,13,RWS,CA,US,62
S_LeadNumber11621,8590174592,8590174595,S_LeadName11621,24,RWS,CA,US,47
S_LeadNumber11622,8590174592,8590174595,S_LeadName11622,61,RWS,CA,US,22
S_LeadNumber11623,8590174592,8590174595,S_LeadName11623,37,RWS,CA,US,66
S_LeadNumber11624,8590174592,8590174595,S_LeadName11624,14,RWS,CA,US,97
S_LeadNumber11625,8590174592,8590174595,S_LeadName11625,38,RWS,CA,US,27
S_LeadNumber11626,8590174592,8590174595,S_LeadName11626,33,RWS,CA,US,35
S_LeadNumber11627,8590174592,8590174595,S_LeadName11627,45,RWS,CA,US,77
S_LeadNumber11628,8590174592,8590174595,S_LeadName11628,59,RWS,CA,US,73
S_LeadNumber11629,8590174592,8590174595,S_LeadName11629,82,RWS,CA,US,63
S_LeadNumber11630,8590174592,8590174595,S_LeadName11630,3,RWS,CA,US,16
S_LeadNumber11631,8590174592,8590174595,S_LeadName11631,37,RWS,CA,US,48
S_LeadNumber11632,8590174592,8590174595,S_LeadName11632,6,RWS,CA,US,70
S_LeadNumber11633,8590174592,8590174595,S_LeadName11633,50,RWS,CA,US,68
S_LeadNumber11634,8590174592,8590174595,S_LeadName11634,68,RWS,CA,US,78
S_LeadNumber11635,8590174592,8590174595,S_LeadName11635,90,RWS,CA,US,38
S_LeadNumber11636,8590174592,8590174595,S_LeadName11636,6,RWS,CA,US,47
S_LeadNumber11637,8590174592,8590174595,S_LeadName11637,90,RWS,CA,US,13
S_LeadNumber11638,8590174592,8590174595,S_LeadName11638,51,RWS,CA,US,91
S_LeadNumber11639,8590174592,8590174595,S_LeadName11639,5,RWS,CA,US,30
S_LeadNumber11640,8590174592,8590174595,S_LeadName11640,62,RWS,CA,US,37
S_LeadNumber11641,8590174592,8590174595,S_LeadName11641,90,RWS,CA,US,58
S_LeadNumber11642,8590174592,8590174595,S_LeadName11642,29,RWS,CA,US,83
S_LeadNumber11643,8590174592,8590174595,S_LeadName11643,93,RWS,CA,US,28
S_LeadNumber11644,8590174592,8590174595,S_LeadName11644,17,RWS,CA,US,25
S_LeadNumber11645,8590174592,8590174595,S_LeadName11645,95,RWS,CA,US,22
S_LeadNumber11646,8590174592,8590174595,S_LeadName11646,8,RWS,CA,US,8
S_LeadNumber11647,8590174592,8590174595,S_LeadName11647,83,RWS,CA,US,98
S_LeadNumber11648,8590174592,8590174595,S_LeadName11648,86,RWS,CA,US,97
S_LeadNumber11649,8590174592,8590174595,S_LeadName11649,39,RWS,CA,US,48
S_LeadNumber11650,8590174592,8590174595,S_LeadName11650,16,RWS,CA,US,93
S_LeadNumber11651,8590174592,8590174595,S_LeadName11651,6,RWS,CA,US,90
S_LeadNumber11652,8590174592,8590174595,S_LeadName11652,98,RWS,CA,US,25
S_LeadNumber11653,8590174592,8590174595,S_LeadName11653,7,RWS,CA,US,6
S_LeadNumber11654,8590174592,8590174595,S_LeadName11654,71,RWS,CA,US,81
S_LeadNumber11655,8590174592,8590174595,S_LeadName11655,97,RWS,CA,US,48
S_LeadNumber11656,8590174592,8590174595,S_LeadName11656,69,RWS,CA,US,65
S_LeadNumber11657,8590174592,8590174595,S_LeadName11657,55,RWS,CA,US,24
S_LeadNumber11658,8590174592,8590174595,S_LeadName11658,88,RWS,CA,US,37
S_LeadNumber11659,8590174592,8590174595,S_LeadName11659,27,RWS,CA,US,1
S_LeadNumber11660,8590174592,8590174595,S_LeadName11660,42,RWS,CA,US,87
S_LeadNumber11661,8590174592,8590174595,S_LeadName11661,67,RWS,CA,US,41
S_LeadNumber11662,8590174592,8590174595,S_LeadName11662,20,RWS,CA,US,39
S_LeadNumber11663,8590174592,8590174595,S_LeadName11663,79,RWS,CA,US,5
S_LeadNumber11664,8590174592,8590174595,S_LeadName11664,99,RWS,CA,US,15
S_LeadNumber11665,8590174592,8590174595,S_LeadName11665,57,RWS,CA,US,73
S_LeadNumber11666,8590174592,8590174595,S_LeadName11666,66,RWS,CA,US,94
S_LeadNumber11667,8590174592,8590174595,S_LeadName11667,69,RWS,CA,US,1
S_LeadNumber11668,8590174592,8590174595,S_LeadName11668,25,RWS,CA,US,38
S_LeadNumber11669,8590174592,8590174595,S_LeadName11669,64,RWS,CA,US,3
S_LeadNumber11670,8590174592,8590174595,S_LeadName11670,69,RWS,CA,US,60
S_LeadNumber11671,8590174592,8590174595,S_LeadName11671,35,RWS,CA,US,44
S_LeadNumber11672,8590174592,8590174595,S_LeadName11672,90,RWS,CA,US,5
S_LeadNumber11673,8590174592,8590174595,S_LeadName11673,58,RWS,CA,US,0
S_LeadNumber11674,8590174592,8590174595,S_LeadName11674,44,RWS,CA,US,99
S_LeadNumber11675,8590174592,8590174595,S_LeadName11675,5,RWS,CA,US,62
S_LeadNumber11676,8590174592,8590174595,S_LeadName11676,31,RWS,CA,US,56
S_LeadNumber11677,8590174592,8590174595,S_LeadName11677,12,RWS,CA,US,81
S_LeadNumber11678,8590174592,8590174595,S_LeadName11678,23,RWS,CA,US,19
S_LeadNumber11679,8590174592,8590174595,S_LeadName11679,1,RWS,CA,US,98
S_LeadNumber11680,8590174592,8590174595,S_LeadName11680,71,RWS,CA,US,97
S_LeadNumber11681,8590174592,8590174595,S_LeadName11681,83,RWS,CA,US,96
S_LeadNumber11682,8590174592,8590174595,S_LeadName11682,4,RWS,CA,US,87
S_LeadNumber11683,8590174592,8590174595,S_LeadName11683,7,RWS,CA,US,35
S_LeadNumber11684,8590174592,8590174595,S_LeadName11684,74,RWS,CA,US,99
S_LeadNumber11685,8590174592,8590174595,S_LeadName11685,4,RWS,CA,US,59
S_LeadNumber11686,8590174592,8590174595,S_LeadName11686,90,RWS,CA,US,91
S_LeadNumber11687,8590174592,8590174595,S_LeadName11687,97,RWS,CA,US,93
S_LeadNumber11688,8590174592,8590174595,S_LeadName11688,32,RWS,CA,US,9
S_LeadNumber11689,8590174592,8590174595,S_LeadName11689,66,RWS,CA,US,33
S_LeadNumber11690,8590174592,8590174595,S_LeadName11690,59,RWS,CA,US,1
S_LeadNumber11691,8590174592,8590174595,S_LeadName11691,58,RWS,CA,US,50
S_LeadNumber11692,8590174592,8590174595,S_LeadName11692,79,RWS,CA,US,85
S_LeadNumber11693,8590174592,8590174595,S_LeadName11693,55,RWS,CA,US,49
S_LeadNumber11694,8590174592,8590174595,S_LeadName11694,15,RWS,CA,US,80
S_LeadNumber11695,8590174592,8590174595,S_LeadName11695,71,RWS,CA,US,22
S_LeadNumber11696,8590174592,8590174595,S_LeadName11696,86,RWS,CA,US,70
S_LeadNumber11697,8590174592,8590174595,S_LeadName11697,31,RWS,CA,US,91
S_LeadNumber11698,8590174592,8590174595,S_LeadName11698,26,RWS,CA,US,79
S_LeadNumber11699,8590174592,8590174595,S_LeadName11699,15,RWS,CA,US,58
S_LeadNumber11700,8590174592,8590174595,S_LeadName11700,32,RWS,CA,US,11
S_LeadNumber11701,8590174592,8590174595,S_LeadName11701,61,RWS,CA,US,91
S_LeadNumber11702,8590174592,8590174595,S_LeadName11702,83,RWS,CA,US,8
S_LeadNumber11703,8590174592,8590174595,S_LeadName11703,51,RWS,CA,US,16
S_LeadNumber11704,8590174592,8590174595,S_LeadName11704,14,RWS,CA,US,59
S_LeadNumber11705,8590174592,8590174595,S_LeadName11705,41,RWS,CA,US,0
S_LeadNumber11706,8590174592,8590174595,S_LeadName11706,71,RWS,CA,US,2
S_LeadNumber11707,8590174592,8590174595,S_LeadName11707,43,RWS,CA,US,13
S_LeadNumber11708,8590174592,8590174595,S_LeadName11708,73,RWS,CA,US,15
S_LeadNumber11709,8590174592,8590174595,S_LeadName11709,33,RWS,CA,US,91
S_LeadNumber11710,8590174592,8590174595,S_LeadName11710,85,RWS,CA,US,38
S_LeadNumber11711,8590174592,8590174595,S_LeadName11711,83,RWS,CA,US,2
S_LeadNumber11712,8590174592,8590174595,S_LeadName11712,58,RWS,CA,US,90
S_LeadNumber11713,8590174592,8590174595,S_LeadName11713,76,RWS,CA,US,56
S_LeadNumber11714,8590174592,8590174595,S_LeadName11714,59,RWS,CA,US,20
S_LeadNumber11715,8590174592,8590174595,S_LeadName11715,52,RWS,CA,US,20
S_LeadNumber11716,8590174592,8590174595,S_LeadName11716,80,RWS,CA,US,15
S_LeadNumber11717,8590174592,8590174595,S_LeadName11717,90,RWS,CA,US,15
S_LeadNumber11718,8590174592,8590174595,S_LeadName11718,0,RWS,CA,US,99
S_LeadNumber11719,8590174592,8590174595,S_LeadName11719,79,RWS,CA,US,74
S_LeadNumber11720,8590174592,8590174595,S_LeadName11720,18,RWS,CA,US,24
S_LeadNumber11721,8590174592,8590174595,S_LeadName11721,11,RWS,CA,US,20
S_LeadNumber11722,8590174592,8590174595,S_LeadName11722,44,RWS,CA,US,83
S_LeadNumber11723,8590174592,8590174595,S_LeadName11723,5,RWS,CA,US,95
S_LeadNumber11724,8590174592,8590174595,S_LeadName11724,59,RWS,CA,US,96
S_LeadNumber11725,8590174592,8590174595,S_LeadName11725,71,RWS,CA,US,41
S_LeadNumber11726,8590174592,8590174595,S_LeadName11726,13,RWS,CA,US,73
S_LeadNumber11727,8590174592,8590174595,S_LeadName11727,1,RWS,CA,US,67
S_LeadNumber11728,8590174592,8590174595,S_LeadName11728,51,RWS,CA,US,24
S_LeadNumber11729,8590174592,8590174595,S_LeadName11729,36,RWS,CA,US,62
S_LeadNumber11730,8590174592,8590174595,S_LeadName11730,70,RWS,CA,US,36
S_LeadNumber11731,8590174592,8590174595,S_LeadName11731,22,RWS,CA,US,85
S_LeadNumber11732,8590174592,8590174595,S_LeadName11732,67,RWS,CA,US,64
S_LeadNumber11733,8590174592,8590174595,S_LeadName11733,52,RWS,CA,US,49
S_LeadNumber11734,8590174592,8590174595,S_LeadName11734,31,RWS,CA,US,59
S_LeadNumber11735,8590174592,8590174595,S_LeadName11735,47,RWS,CA,US,87
S_LeadNumber11736,8590174592,8590174595,S_LeadName11736,87,RWS,CA,US,77
S_LeadNumber11737,8590174592,8590174595,S_LeadName11737,15,RWS,CA,US,48
S_LeadNumber11738,8590174592,8590174595,S_LeadName11738,54,RWS,CA,US,49
S_LeadNumber11739,8590174592,8590174595,S_LeadName11739,28,RWS,CA,US,21
S_LeadNumber11740,8590174592,8590174595,S_LeadName11740,33,RWS,CA,US,60
S_LeadNumber11741,8590174592,8590174595,S_LeadName11741,11,RWS,CA,US,56
S_LeadNumber11742,8590174592,8590174595,S_LeadName11742,71,RWS,CA,US,26
S_LeadNumber11743,8590174592,8590174595,S_LeadName11743,11,RWS,CA,US,94
S_LeadNumber11744,8590174592,8590174595,S_LeadName11744,19,RWS,CA,US,7
S_LeadNumber11745,8590174592,8590174595,S_LeadName11745,71,RWS,CA,US,87
S_LeadNumber11746,8590174592,8590174595,S_LeadName11746,19,RWS,CA,US,16
S_LeadNumber11747,8590174592,8590174595,S_LeadName11747,70,RWS,CA,US,93
S_LeadNumber11748,8590174592,8590174595,S_LeadName11748,32,RWS,CA,US,11
S_LeadNumber11749,8590174592,8590174595,S_LeadName11749,62,RWS,CA,US,33
S_LeadNumber11750,8590174592,8590174595,S_LeadName11750,74,RWS,CA,US,82
S_LeadNumber11751,8590174592,8590174595,S_LeadName11751,75,RWS,CA,US,61
S_LeadNumber11752,8590174592,8590174595,S_LeadName11752,60,RWS,CA,US,56
S_LeadNumber11753,8590174592,8590174595,S_LeadName11753,55,RWS,CA,US,1
S_LeadNumber11754,8590174592,8590174595,S_LeadName11754,98,RWS,CA,US,62
S_LeadNumber11755,8590174592,8590174595,S_LeadName11755,20,RWS,CA,US,89
S_LeadNumber11756,8590174592,8590174595,S_LeadName11756,78,RWS,CA,US,5
S_LeadNumber11757,8590174592,8590174595,S_LeadName11757,87,RWS,CA,US,42
S_LeadNumber11758,8590174592,8590174595,S_LeadName11758,71,RWS,CA,US,93
S_LeadNumber11759,8590174592,8590174595,S_LeadName11759,44,RWS,CA,US,31
S_LeadNumber11760,8590174592,8590174595,S_LeadName11760,27,RWS,CA,US,93
S_LeadNumber11761,8590174592,8590174595,S_LeadName11761,24,RWS,CA,US,65
S_LeadNumber11762,8590174592,8590174595,S_LeadName11762,76,RWS,CA,US,59
S_LeadNumber11763,8590174592,8590174595,S_LeadName11763,91,RWS,CA,US,38
S_LeadNumber11764,8590174592,8590174595,S_LeadName11764,17,RWS,CA,US,67
S_LeadNumber11765,8590174592,8590174595,S_LeadName11765,71,RWS,CA,US,83
S_LeadNumber11766,8590174592,8590174595,S_LeadName11766,20,RWS,CA,US,49
S_LeadNumber11767,8590174592,8590174595,S_LeadName11767,39,RWS,CA,US,37
S_LeadNumber11768,8590174592,8590174595,S_LeadName11768,19,RWS,CA,US,81
S_LeadNumber11769,8590174592,8590174595,S_LeadName11769,62,RWS,CA,US,1
S_LeadNumber11770,8590174592,8590174595,S_LeadName11770,5,RWS,CA,US,45
S_LeadNumber11771,8590174592,8590174595,S_LeadName11771,11,RWS,CA,US,62
S_LeadNumber11772,8590174592,8590174595,S_LeadName11772,3,RWS,CA,US,1
S_LeadNumber11773,8590174592,8590174595,S_LeadName11773,55,RWS,CA,US,40
S_LeadNumber11774,8590174592,8590174595,S_LeadName11774,27,RWS,CA,US,18
S_LeadNumber11775,8590174592,8590174595,S_LeadName11775,99,RWS,CA,US,48
S_LeadNumber11776,8590174592,8590174595,S_LeadName11776,28,RWS,CA,US,9
S_LeadNumber11777,8590174592,8590174595,S_LeadName11777,34,RWS,CA,US,61
S_LeadNumber11778,8590174592,8590174595,S_LeadName11778,73,RWS,CA,US,56
S_LeadNumber11779,8590174592,8590174595,S_LeadName11779,42,RWS,CA,US,28
S_LeadNumber11780,8590174592,8590174595,S_LeadName11780,95,RWS,CA,US,56
S_LeadNumber11781,8590174592,8590174595,S_LeadName11781,29,RWS,CA,US,9
S_LeadNumber11782,8590174592,8590174595,S_LeadName11782,50,RWS,CA,US,47
S_LeadNumber11783,8590174592,8590174595,S_LeadName11783,27,RWS,CA,US,8
S_LeadNumber11784,8590174592,8590174595,S_LeadName11784,58,RWS,CA,US,34
S_LeadNumber11785,8590174592,8590174595,S_LeadName11785,83,RWS,CA,US,86
S_LeadNumber11786,8590174592,8590174595,S_LeadName11786,93,RWS,CA,US,97
S_LeadNumber11787,8590174592,8590174595,S_LeadName11787,24,RWS,CA,US,78
S_LeadNumber11788,8590174592,8590174595,S_LeadName11788,26,RWS,CA,US,23
S_LeadNumber11789,8590174592,8590174595,S_LeadName11789,60,RWS,CA,US,41
S_LeadNumber11790,8590174592,8590174595,S_LeadName11790,57,RWS,CA,US,99
S_LeadNumber11791,8590174592,8590174595,S_LeadName11791,78,RWS,CA,US,9
S_LeadNumber11792,8590174592,8590174595,S_LeadName11792,2,RWS,CA,US,65
S_LeadNumber11793,8590174592,8590174595,S_LeadName11793,84,RWS,CA,US,27
S_LeadNumber11794,8590174592,8590174595,S_LeadName11794,46,RWS,CA,US,25
S_LeadNumber11795,8590174592,8590174595,S_LeadName11795,63,RWS,CA,US,46
S_LeadNumber11796,8590174592,8590174595,S_LeadName11796,1,RWS,CA,US,19
S_LeadNumber11797,8590174592,8590174595,S_LeadName11797,20,RWS,CA,US,35
S_LeadNumber11798,8590174592,8590174595,S_LeadName11798,7,RWS,CA,US,80
S_LeadNumber11799,8590174592,8590174595,S_LeadName11799,85,RWS,CA,US,20
S_LeadNumber11800,8590174592,8590174595,S_LeadName11800,43,RWS,CA,US,20
S_LeadNumber11801,8590174592,8590174595,S_LeadName11801,28,RWS,CA,US,73
S_LeadNumber11802,8590174592,8590174595,S_LeadName11802,11,RWS,CA,US,50
S_LeadNumber11803,8590174592,8590174595,S_LeadName11803,50,RWS,CA,US,71
S_LeadNumber11804,8590174592,8590174595,S_LeadName11804,78,RWS,CA,US,95
S_LeadNumber11805,8590174592,8590174595,S_LeadName11805,52,RWS,CA,US,75
S_LeadNumber11806,8590174592,8590174595,S_LeadName11806,86,RWS,CA,US,48
S_LeadNumber11807,8590174592,8590174595,S_LeadName11807,24,RWS,CA,US,33
S_LeadNumber11808,8590174592,8590174595,S_LeadName11808,37,RWS,CA,US,100
S_LeadNumber11809,8590174592,8590174595,S_LeadName11809,45,RWS,CA,US,84
S_LeadNumber11810,8590174592,8590174595,S_LeadName11810,18,RWS,CA,US,4
S_LeadNumber11811,8590174592,8590174595,S_LeadName11811,83,RWS,CA,US,74
S_LeadNumber11812,8590174592,8590174595,S_LeadName11812,48,RWS,CA,US,98
S_LeadNumber11813,8590174592,8590174595,S_LeadName11813,8,RWS,CA,US,26
S_LeadNumber11814,8590174592,8590174595,S_LeadName11814,93,RWS,CA,US,78
S_LeadNumber11815,8590174592,8590174595,S_LeadName11815,25,RWS,CA,US,48
S_LeadNumber11816,8590174592,8590174595,S_LeadName11816,83,RWS,CA,US,60
S_LeadNumber11817,8590174592,8590174595,S_LeadName11817,34,RWS,CA,US,32
S_LeadNumber11818,8590174592,8590174595,S_LeadName11818,48,RWS,CA,US,23
S_LeadNumber11819,8590174592,8590174595,S_LeadName11819,42,RWS,CA,US,46
S_LeadNumber11820,8590174592,8590174595,S_LeadName11820,47,RWS,CA,US,57
S_LeadNumber11821,8590174592,8590174595,S_LeadName11821,40,RWS,CA,US,97
S_LeadNumber11822,8590174592,8590174595,S_LeadName11822,59,RWS,CA,US,93
S_LeadNumber11823,8590174592,8590174595,S_LeadName11823,0,RWS,CA,US,73
S_LeadNumber11824,8590174592,8590174595,S_LeadName11824,44,RWS,CA,US,22
S_LeadNumber11825,8590174592,8590174595,S_LeadName11825,56,RWS,CA,US,91
S_LeadNumber11826,8590174592,8590174595,S_LeadName11826,43,RWS,CA,US,61
S_LeadNumber11827,8590174592,8590174595,S_LeadName11827,18,RWS,CA,US,50
S_LeadNumber11828,8590174592,8590174595,S_LeadName11828,23,RWS,CA,US,44
S_LeadNumber11829,8590174592,8590174595,S_LeadName11829,18,RWS,CA,US,20
S_LeadNumber11830,8590174592,8590174595,S_LeadName11830,9,RWS,CA,US,83
S_LeadNumber11831,8590174592,8590174595,S_LeadName11831,49,RWS,CA,US,13
S_LeadNumber11832,8590174592,8590174595,S_LeadName11832,54,RWS,CA,US,2
S_LeadNumber11833,8590174592,8590174595,S_LeadName11833,3,RWS,CA,US,57
S_LeadNumber11834,8590174592,8590174595,S_LeadName11834,76,RWS,CA,US,64
S_LeadNumber11835,8590174592,8590174595,S_LeadName11835,56,RWS,CA,US,46
S_LeadNumber11836,8590174592,8590174595,S_LeadName11836,19,RWS,CA,US,26
S_LeadNumber11837,8590174592,8590174595,S_LeadName11837,21,RWS,CA,US,30
S_LeadNumber11838,8590174592,8590174595,S_LeadName11838,59,RWS,CA,US,41
S_LeadNumber11839,8590174592,8590174595,S_LeadName11839,53,RWS,CA,US,74
S_LeadNumber11840,8590174592,8590174595,S_LeadName11840,100,RWS,CA,US,31
S_LeadNumber11841,8590174592,8590174595,S_LeadName11841,11,RWS,CA,US,97
S_LeadNumber11842,8590174592,8590174595,S_LeadName11842,66,RWS,CA,US,27
S_LeadNumber11843,8590174592,8590174595,S_LeadName11843,40,RWS,CA,US,59
S_LeadNumber11844,8590174592,8590174595,S_LeadName11844,14,RWS,CA,US,91
S_LeadNumber11845,8590174592,8590174595,S_LeadName11845,7,RWS,CA,US,49
S_LeadNumber11846,8590174592,8590174595,S_LeadName11846,44,RWS,CA,US,16
S_LeadNumber11847,8590174592,8590174595,S_LeadName11847,33,RWS,CA,US,96
S_LeadNumber11848,8590174592,8590174595,S_LeadName11848,100,RWS,CA,US,89
S_LeadNumber11849,8590174592,8590174595,S_LeadName11849,72,RWS,CA,US,98
S_LeadNumber11850,8590174592,8590174595,S_LeadName11850,53,RWS,CA,US,83
S_LeadNumber11851,8590174592,8590174595,S_LeadName11851,48,RWS,CA,US,79
S_LeadNumber11852,8590174592,8590174595,S_LeadName11852,11,RWS,CA,US,71
S_LeadNumber11853,8590174592,8590174595,S_LeadName11853,32,RWS,CA,US,18
S_LeadNumber11854,8590174592,8590174595,S_LeadName11854,11,RWS,CA,US,97
S_LeadNumber11855,8590174592,8590174595,S_LeadName11855,82,RWS,CA,US,60
S_LeadNumber11856,8590174592,8590174595,S_LeadName11856,43,RWS,CA,US,57
S_LeadNumber11857,8590174592,8590174595,S_LeadName11857,71,RWS,CA,US,74
S_LeadNumber11858,8590174592,8590174595,S_LeadName11858,47,RWS,CA,US,41
S_LeadNumber11859,8590174592,8590174595,S_LeadName11859,17,RWS,CA,US,76
S_LeadNumber11860,8590174592,8590174595,S_LeadName11860,78,RWS,CA,US,8
S_LeadNumber11861,8590174592,8590174595,S_LeadName11861,47,RWS,CA,US,37
S_LeadNumber11862,8590174592,8590174595,S_LeadName11862,96,RWS,CA,US,93
S_LeadNumber11863,8590174592,8590174595,S_LeadName11863,40,RWS,CA,US,4
S_LeadNumber11864,8590174592,8590174595,S_LeadName11864,6,RWS,CA,US,40
S_LeadNumber11865,8590174592,8590174595,S_LeadName11865,41,RWS,CA,US,78
S_LeadNumber11866,8590174592,8590174595,S_LeadName11866,66,RWS,CA,US,82
S_LeadNumber11867,8590174592,8590174595,S_LeadName11867,43,RWS,CA,US,17
S_LeadNumber11868,8590174592,8590174595,S_LeadName11868,28,RWS,CA,US,40
S_LeadNumber11869,8590174592,8590174595,S_LeadName11869,44,RWS,CA,US,45
S_LeadNumber11870,8590174592,8590174595,S_LeadName11870,3,RWS,CA,US,56
S_LeadNumber11871,8590174592,8590174595,S_LeadName11871,36,RWS,CA,US,52
S_LeadNumber11872,8590174592,8590174595,S_LeadName11872,4,RWS,CA,US,35
S_LeadNumber11873,8590174592,8590174595,S_LeadName11873,30,RWS,CA,US,35
S_LeadNumber11874,8590174592,8590174595,S_LeadName11874,87,RWS,CA,US,18
S_LeadNumber11875,8590174592,8590174595,S_LeadName11875,95,RWS,CA,US,20
S_LeadNumber11876,8590174592,8590174595,S_LeadName11876,1,RWS,CA,US,8
S_LeadNumber11877,8590174592,8590174595,S_LeadName11877,58,RWS,CA,US,38
S_LeadNumber11878,8590174592,8590174595,S_LeadName11878,78,RWS,CA,US,15
S_LeadNumber11879,8590174592,8590174595,S_LeadName11879,32,RWS,CA,US,36
S_LeadNumber11880,8590174592,8590174595,S_LeadName11880,0,RWS,CA,US,95
S_LeadNumber11881,8590174592,8590174595,S_LeadName11881,38,RWS,CA,US,89
S_LeadNumber11882,8590174592,8590174595,S_LeadName11882,95,RWS,CA,US,14
S_LeadNumber11883,8590174592,8590174595,S_LeadName11883,0,RWS,CA,US,63
S_LeadNumber11884,8590174592,8590174595,S_LeadName11884,14,RWS,CA,US,57
S_LeadNumber11885,8590174592,8590174595,S_LeadName11885,63,RWS,CA,US,57
S_LeadNumber11886,8590174592,8590174595,S_LeadName11886,69,RWS,CA,US,47
S_LeadNumber11887,8590174592,8590174595,S_LeadName11887,81,RWS,CA,US,87
S_LeadNumber11888,8590174592,8590174595,S_LeadName11888,90,RWS,CA,US,44
S_LeadNumber11889,8590174592,8590174595,S_LeadName11889,9,RWS,CA,US,35
S_LeadNumber11890,8590174592,8590174595,S_LeadName11890,31,RWS,CA,US,39
S_LeadNumber11891,8590174592,8590174595,S_LeadName11891,10,RWS,CA,US,48
S_LeadNumber11892,8590174592,8590174595,S_LeadName11892,32,RWS,CA,US,85
S_LeadNumber11893,8590174592,8590174595,S_LeadName11893,22,RWS,CA,US,92
S_LeadNumber11894,8590174592,8590174595,S_LeadName11894,53,RWS,CA,US,29
S_LeadNumber11895,8590174592,8590174595,S_LeadName11895,47,RWS,CA,US,63
S_LeadNumber11896,8590174592,8590174595,S_LeadName11896,86,RWS,CA,US,7
S_LeadNumber11897,8590174592,8590174595,S_LeadName11897,33,RWS,CA,US,59
S_LeadNumber11898,8590174592,8590174595,S_LeadName11898,93,RWS,CA,US,88
S_LeadNumber11899,8590174592,8590174595,S_LeadName11899,47,RWS,CA,US,11
S_LeadNumber11900,8590174592,8590174595,S_LeadName11900,26,RWS,CA,US,78
S_LeadNumber11901,8590174592,8590174595,S_LeadName11901,75,RWS,CA,US,7
S_LeadNumber11902,8590174592,8590174595,S_LeadName11902,9,RWS,CA,US,71
S_LeadNumber11903,8590174592,8590174595,S_LeadName11903,40,RWS,CA,US,42
S_LeadNumber11904,8590174592,8590174595,S_LeadName11904,38,RWS,CA,US,84
S_LeadNumber11905,8590174592,8590174595,S_LeadName11905,55,RWS,CA,US,28
S_LeadNumber11906,8590174592,8590174595,S_LeadName11906,42,RWS,CA,US,33
S_LeadNumber11907,8590174592,8590174595,S_LeadName11907,78,RWS,CA,US,50
S_LeadNumber11908,8590174592,8590174595,S_LeadName11908,81,RWS,CA,US,22
S_LeadNumber11909,8590174592,8590174595,S_LeadName11909,65,RWS,CA,US,92
S_LeadNumber11910,8590174592,8590174595,S_LeadName11910,98,RWS,CA,US,38
S_LeadNumber11911,8590174592,8590174595,S_LeadName11911,80,RWS,CA,US,17
S_LeadNumber11912,8590174592,8590174595,S_LeadName11912,54,RWS,CA,US,16
S_LeadNumber11913,8590174592,8590174595,S_LeadName11913,28,RWS,CA,US,74
S_LeadNumber11914,8590174592,8590174595,S_LeadName11914,95,RWS,CA,US,4
S_LeadNumber11915,8590174592,8590174595,S_LeadName11915,37,RWS,CA,US,77
S_LeadNumber11916,8590174592,8590174595,S_LeadName11916,78,RWS,CA,US,24
S_LeadNumber11917,8590174592,8590174595,S_LeadName11917,25,RWS,CA,US,98
S_LeadNumber11918,8590174592,8590174595,S_LeadName11918,19,RWS,CA,US,76
S_LeadNumber11919,8590174592,8590174595,S_LeadName11919,57,RWS,CA,US,39
S_LeadNumber11920,8590174592,8590174595,S_LeadName11920,63,RWS,CA,US,62
S_LeadNumber11921,8590174592,8590174595,S_LeadName11921,86,RWS,CA,US,57
S_LeadNumber11922,8590174592,8590174595,S_LeadName11922,49,RWS,CA,US,70
S_LeadNumber11923,8590174592,8590174595,S_LeadName11923,53,RWS,CA,US,15
S_LeadNumber11924,8590174592,8590174595,S_LeadName11924,88,RWS,CA,US,53
S_LeadNumber11925,8590174592,8590174595,S_LeadName11925,7,RWS,CA,US,95
S_LeadNumber11926,8590174592,8590174595,S_LeadName11926,42,RWS,CA,US,61
S_LeadNumber11927,8590174592,8590174595,S_LeadName11927,18,RWS,CA,US,6
S_LeadNumber11928,8590174592,8590174595,S_LeadName11928,35,RWS,CA,US,52
S_LeadNumber11929,8590174592,8590174595,S_LeadName11929,84,RWS,CA,US,24
S_LeadNumber11930,8590174592,8590174595,S_LeadName11930,64,RWS,CA,US,42
S_LeadNumber11931,8590174592,8590174595,S_LeadName11931,49,RWS,CA,US,81
S_LeadNumber11932,8590174592,8590174595,S_LeadName11932,20,RWS,CA,US,93
S_LeadNumber11933,8590174592,8590174595,S_LeadName11933,65,RWS,CA,US,29
S_LeadNumber11934,8590174592,8590174595,S_LeadName11934,62,RWS,CA,US,56
S_LeadNumber11935,8590174592,8590174595,S_LeadName11935,66,RWS,CA,US,9
