leadNumber,customerId,primaryContactId,leadName,DealSize,city,state,Country,BudgetAmount
S_LeadNumber7414,300100188392205,300100176735708,S_LeadName7414,39,RWS,CA,USA,56
S_LeadNumber7415,300100188392205,300100176735708,S_LeadName7415,10,RWS,CA,USA,28
S_LeadNumber7416,300100188392205,300100176735708,S_LeadName7416,94,RWS,CA,USA,70
S_LeadNumber7417,300100188392205,300100176735708,S_LeadName7417,17,RWS,CA,USA,45
S_LeadNumber7418,300100188392205,300100176735708,S_LeadName7418,57,RWS,CA,USA,19
S_LeadNumber7419,300100188392205,300100176735708,S_LeadName7419,50,RWS,CA,USA,31
S_LeadNumber7420,300100188392205,300100176735708,S_LeadName7420,46,RWS,CA,USA,40
S_LeadNumber7421,300100188392205,300100176735708,S_LeadName7421,2,RWS,CA,USA,54
S_LeadNumber7422,300100188392205,300100176735708,S_LeadName7422,37,RWS,CA,USA,64
S_LeadNumber7423,300100188392205,300100176735708,S_LeadName7423,48,RWS,CA,USA,66
S_LeadNumber7424,300100188392205,300100176735708,S_LeadName7424,92,RWS,CA,USA,17
S_LeadNumber7425,300100188392205,300100176735708,S_LeadName7425,63,RWS,CA,USA,51
S_LeadNumber7426,300100188392205,300100176735708,S_LeadName7426,30,RWS,CA,USA,6
S_LeadNumber7427,300100188392205,300100176735708,S_LeadName7427,95,RWS,CA,USA,35
S_LeadNumber7428,300100188392205,300100176735708,S_LeadName7428,83,RWS,CA,USA,20
S_LeadNumber7429,300100188392205,300100176735708,S_LeadName7429,81,RWS,CA,USA,88
S_LeadNumber7430,300100188392205,300100176735708,S_LeadName7430,90,RWS,CA,USA,14
S_LeadNumber7431,300100188392205,300100176735708,S_LeadName7431,35,RWS,CA,USA,36
S_LeadNumber7432,300100188392205,300100176735708,S_LeadName7432,92,RWS,CA,USA,82
S_LeadNumber7433,300100188392205,300100176735708,S_LeadName7433,22,RWS,CA,USA,64
S_LeadNumber7434,300100188392205,300100176735708,S_LeadName7434,52,RWS,CA,USA,34
S_LeadNumber7435,300100188392205,300100176735708,S_LeadName7435,62,RWS,CA,USA,2
S_LeadNumber7436,300100188392205,300100176735708,S_LeadName7436,35,RWS,CA,USA,32
S_LeadNumber7437,300100188392205,300100176735708,S_LeadName7437,58,RWS,CA,USA,77
S_LeadNumber7438,300100188392205,300100176735708,S_LeadName7438,9,RWS,CA,USA,35
S_LeadNumber7439,300100188392205,300100176735708,S_LeadName7439,62,RWS,CA,USA,18
S_LeadNumber7440,300100188392205,300100176735708,S_LeadName7440,55,RWS,CA,USA,68
S_LeadNumber7441,300100188392205,300100176735708,S_LeadName7441,6,RWS,CA,USA,12
S_LeadNumber7442,300100188392205,300100176735708,S_LeadName7442,20,RWS,CA,USA,5
S_LeadNumber7443,300100188392205,300100176735708,S_LeadName7443,10,RWS,CA,USA,16
S_LeadNumber7444,300100188392205,300100176735708,S_LeadName7444,38,RWS,CA,USA,26
S_LeadNumber7445,300100188392205,300100176735708,S_LeadName7445,73,RWS,CA,USA,97
S_LeadNumber7446,300100188392205,300100176735708,S_LeadName7446,81,RWS,CA,USA,83
S_LeadNumber7447,300100188392205,300100176735708,S_LeadName7447,36,RWS,CA,USA,53
S_LeadNumber7448,300100188392205,300100176735708,S_LeadName7448,93,RWS,CA,USA,53
S_LeadNumber7449,300100188392205,300100176735708,S_LeadName7449,7,RWS,CA,USA,79
S_LeadNumber7450,300100188392205,300100176735708,S_LeadName7450,41,RWS,CA,USA,85
S_LeadNumber7451,300100188392205,300100176735708,S_LeadName7451,77,RWS,CA,USA,82
S_LeadNumber7452,300100188392205,300100176735708,S_LeadName7452,45,RWS,CA,USA,72
S_LeadNumber7453,300100188392205,300100176735708,S_LeadName7453,53,RWS,CA,USA,5
S_LeadNumber7454,300100188392205,300100176735708,S_LeadName7454,85,RWS,CA,USA,93
S_LeadNumber7455,300100188392205,300100176735708,S_LeadName7455,21,RWS,CA,USA,51
S_LeadNumber7456,300100188392205,300100176735708,S_LeadName7456,75,RWS,CA,USA,1
S_LeadNumber7457,300100188392205,300100176735708,S_LeadName7457,14,RWS,CA,USA,50
S_LeadNumber7458,300100188392205,300100176735708,S_LeadName7458,42,RWS,CA,USA,92
S_LeadNumber7459,300100188392205,300100176735708,S_LeadName7459,81,RWS,CA,USA,29
S_LeadNumber7460,300100188392205,300100176735708,S_LeadName7460,88,RWS,CA,USA,15
S_LeadNumber7461,300100188392205,300100176735708,S_LeadName7461,35,RWS,CA,USA,9
S_LeadNumber7462,300100188392205,300100176735708,S_LeadName7462,75,RWS,CA,USA,1
S_LeadNumber7463,300100188392205,300100176735708,S_LeadName7463,99,RWS,CA,USA,53
S_LeadNumber7464,300100188392205,300100176735708,S_LeadName7464,93,RWS,CA,USA,68
S_LeadNumber7465,300100188392205,300100176735708,S_LeadName7465,19,RWS,CA,USA,39
S_LeadNumber7466,300100188392205,300100176735708,S_LeadName7466,36,RWS,CA,USA,38
S_LeadNumber7467,300100188392205,300100176735708,S_LeadName7467,94,RWS,CA,USA,31
S_LeadNumber7468,300100188392205,300100176735708,S_LeadName7468,78,RWS,CA,USA,49
S_LeadNumber7469,300100188392205,300100176735708,S_LeadName7469,10,RWS,CA,USA,82
S_LeadNumber7470,300100188392205,300100176735708,S_LeadName7470,12,RWS,CA,USA,45
S_LeadNumber7471,300100188392205,300100176735708,S_LeadName7471,22,RWS,CA,USA,28
S_LeadNumber7472,300100188392205,300100176735708,S_LeadName7472,19,RWS,CA,USA,28
S_LeadNumber7473,300100188392205,300100176735708,S_LeadName7473,91,RWS,CA,USA,21
S_LeadNumber7474,300100188392205,300100176735708,S_LeadName7474,89,RWS,CA,USA,37
S_LeadNumber7475,300100188392205,300100176735708,S_LeadName7475,29,RWS,CA,USA,73
S_LeadNumber7476,300100188392205,300100176735708,S_LeadName7476,13,RWS,CA,USA,82
S_LeadNumber7477,300100188392205,300100176735708,S_LeadName7477,84,RWS,CA,USA,41
S_LeadNumber7478,300100188392205,300100176735708,S_LeadName7478,20,RWS,CA,USA,83
S_LeadNumber7479,300100188392205,300100176735708,S_LeadName7479,32,RWS,CA,USA,85
S_LeadNumber7480,300100188392205,300100176735708,S_LeadName7480,54,RWS,CA,USA,75
S_LeadNumber7481,300100188392205,300100176735708,S_LeadName7481,55,RWS,CA,USA,15
S_LeadNumber7482,300100188392205,300100176735708,S_LeadName7482,47,RWS,CA,USA,24
S_LeadNumber7483,300100188392205,300100176735708,S_LeadName7483,14,RWS,CA,USA,88
S_LeadNumber7484,300100188392205,300100176735708,S_LeadName7484,41,RWS,CA,USA,67
S_LeadNumber7485,300100188392205,300100176735708,S_LeadName7485,67,RWS,CA,USA,93
S_LeadNumber7486,300100188392205,300100176735708,S_LeadName7486,92,RWS,CA,USA,62
S_LeadNumber7487,300100188392205,300100176735708,S_LeadName7487,48,RWS,CA,USA,13
S_LeadNumber7488,300100188392205,300100176735708,S_LeadName7488,97,RWS,CA,USA,50
S_LeadNumber7489,300100188392205,300100176735708,S_LeadName7489,1,RWS,CA,USA,54
S_LeadNumber7490,300100188392205,300100176735708,S_LeadName7490,93,RWS,CA,USA,12
S_LeadNumber7491,300100188392205,300100176735708,S_LeadName7491,30,RWS,CA,USA,30
S_LeadNumber7492,300100188392205,300100176735708,S_LeadName7492,31,RWS,CA,USA,77
S_LeadNumber7493,300100188392205,300100176735708,S_LeadName7493,83,RWS,CA,USA,50
S_LeadNumber7494,300100188392205,300100176735708,S_LeadName7494,91,RWS,CA,USA,47
S_LeadNumber7495,300100188392205,300100176735708,S_LeadName7495,52,RWS,CA,USA,82
S_LeadNumber7496,300100188392205,300100176735708,S_LeadName7496,42,RWS,CA,USA,82
S_LeadNumber7497,300100188392205,300100176735708,S_LeadName7497,88,RWS,CA,USA,87
S_LeadNumber7498,300100188392205,300100176735708,S_LeadName7498,73,RWS,CA,USA,33
S_LeadNumber7499,300100188392205,300100176735708,S_LeadName7499,10,RWS,CA,USA,58
S_LeadNumber7500,300100188392205,300100176735708,S_LeadName7500,89,RWS,CA,USA,13
S_LeadNumber7501,300100188392205,300100176735708,S_LeadName7501,62,RWS,CA,USA,31
S_LeadNumber7502,300100188392205,300100176735708,S_LeadName7502,56,RWS,CA,USA,2
S_LeadNumber7503,300100188392205,300100176735708,S_LeadName7503,47,RWS,CA,USA,86
S_LeadNumber7504,300100188392205,300100176735708,S_LeadName7504,57,RWS,CA,USA,90
S_LeadNumber7505,300100188392205,300100176735708,S_LeadName7505,6,RWS,CA,USA,86
S_LeadNumber7506,300100188392205,300100176735708,S_LeadName7506,20,RWS,CA,USA,49
S_LeadNumber7507,300100188392205,300100176735708,S_LeadName7507,31,RWS,CA,USA,30
S_LeadNumber7508,300100188392205,300100176735708,S_LeadName7508,44,RWS,CA,USA,30
S_LeadNumber7509,300100188392205,300100176735708,S_LeadName7509,86,RWS,CA,USA,19
S_LeadNumber7510,300100188392205,300100176735708,S_LeadName7510,30,RWS,CA,USA,92
S_LeadNumber7511,300100188392205,300100176735708,S_LeadName7511,99,RWS,CA,USA,35
S_LeadNumber7512,300100188392205,300100176735708,S_LeadName7512,22,RWS,CA,USA,52
S_LeadNumber7513,300100188392205,300100176735708,S_LeadName7513,51,RWS,CA,USA,9
S_LeadNumber7514,300100188392205,300100176735708,S_LeadName7514,10,RWS,CA,USA,25
S_LeadNumber7515,300100188392205,300100176735708,S_LeadName7515,31,RWS,CA,USA,91
S_LeadNumber7516,300100188392205,300100176735708,S_LeadName7516,65,RWS,CA,USA,81
S_LeadNumber7517,300100188392205,300100176735708,S_LeadName7517,42,RWS,CA,USA,96
S_LeadNumber7518,300100188392205,300100176735708,S_LeadName7518,23,RWS,CA,USA,17
S_LeadNumber7519,300100188392205,300100176735708,S_LeadName7519,22,RWS,CA,USA,24
S_LeadNumber7520,300100188392205,300100176735708,S_LeadName7520,73,RWS,CA,USA,83
S_LeadNumber7521,300100188392205,300100176735708,S_LeadName7521,79,RWS,CA,USA,12
S_LeadNumber7522,300100188392205,300100176735708,S_LeadName7522,40,RWS,CA,USA,11
S_LeadNumber7523,300100188392205,300100176735708,S_LeadName7523,30,RWS,CA,USA,81
S_LeadNumber7524,300100188392205,300100176735708,S_LeadName7524,9,RWS,CA,USA,94
S_LeadNumber7525,300100188392205,300100176735708,S_LeadName7525,17,RWS,CA,USA,36
S_LeadNumber7526,300100188392205,300100176735708,S_LeadName7526,99,RWS,CA,USA,42
S_LeadNumber7527,300100188392205,300100176735708,S_LeadName7527,87,RWS,CA,USA,38
S_LeadNumber7528,300100188392205,300100176735708,S_LeadName7528,74,RWS,CA,USA,1
S_LeadNumber7529,300100188392205,300100176735708,S_LeadName7529,26,RWS,CA,USA,95
S_LeadNumber7530,300100188392205,300100176735708,S_LeadName7530,30,RWS,CA,USA,63
S_LeadNumber7531,300100188392205,300100176735708,S_LeadName7531,27,RWS,CA,USA,54
S_LeadNumber7532,300100188392205,300100176735708,S_LeadName7532,93,RWS,CA,USA,61
S_LeadNumber7533,300100188392205,300100176735708,S_LeadName7533,48,RWS,CA,USA,4
S_LeadNumber7534,300100188392205,300100176735708,S_LeadName7534,77,RWS,CA,USA,84
S_LeadNumber7535,300100188392205,300100176735708,S_LeadName7535,84,RWS,CA,USA,18
S_LeadNumber7536,300100188392205,300100176735708,S_LeadName7536,37,RWS,CA,USA,88
S_LeadNumber7537,300100188392205,300100176735708,S_LeadName7537,29,RWS,CA,USA,38
S_LeadNumber7538,300100188392205,300100176735708,S_LeadName7538,1,RWS,CA,USA,78
S_LeadNumber7539,300100188392205,300100176735708,S_LeadName7539,30,RWS,CA,USA,7
S_LeadNumber7540,300100188392205,300100176735708,S_LeadName7540,52,RWS,CA,USA,74
S_LeadNumber7541,300100188392205,300100176735708,S_LeadName7541,59,RWS,CA,USA,2
S_LeadNumber7542,300100188392205,300100176735708,S_LeadName7542,76,RWS,CA,USA,57
S_LeadNumber7543,300100188392205,300100176735708,S_LeadName7543,61,RWS,CA,USA,93
S_LeadNumber7544,300100188392205,300100176735708,S_LeadName7544,75,RWS,CA,USA,82
S_LeadNumber7545,300100188392205,300100176735708,S_LeadName7545,82,RWS,CA,USA,67
S_LeadNumber7546,300100188392205,300100176735708,S_LeadName7546,32,RWS,CA,USA,8
S_LeadNumber7547,300100188392205,300100176735708,S_LeadName7547,92,RWS,CA,USA,92
S_LeadNumber7548,300100188392205,300100176735708,S_LeadName7548,31,RWS,CA,USA,32
S_LeadNumber7549,300100188392205,300100176735708,S_LeadName7549,72,RWS,CA,USA,56
S_LeadNumber7550,300100188392205,300100176735708,S_LeadName7550,38,RWS,CA,USA,32
S_LeadNumber7551,300100188392205,300100176735708,S_LeadName7551,6,RWS,CA,USA,38
S_LeadNumber7552,300100188392205,300100176735708,S_LeadName7552,76,RWS,CA,USA,99
S_LeadNumber7553,300100188392205,300100176735708,S_LeadName7553,62,RWS,CA,USA,8
S_LeadNumber7554,300100188392205,300100176735708,S_LeadName7554,28,RWS,CA,USA,82
S_LeadNumber7555,300100188392205,300100176735708,S_LeadName7555,96,RWS,CA,USA,42
S_LeadNumber7556,300100188392205,300100176735708,S_LeadName7556,55,RWS,CA,USA,97
S_LeadNumber7557,300100188392205,300100176735708,S_LeadName7557,12,RWS,CA,USA,5
S_LeadNumber7558,300100188392205,300100176735708,S_LeadName7558,45,RWS,CA,USA,63
S_LeadNumber7559,300100188392205,300100176735708,S_LeadName7559,70,RWS,CA,USA,86
S_LeadNumber7560,300100188392205,300100176735708,S_LeadName7560,21,RWS,CA,USA,55
S_LeadNumber7561,300100188392205,300100176735708,S_LeadName7561,94,RWS,CA,USA,82
S_LeadNumber7562,300100188392205,300100176735708,S_LeadName7562,33,RWS,CA,USA,72
S_LeadNumber7563,300100188392205,300100176735708,S_LeadName7563,7,RWS,CA,USA,33
S_LeadNumber7564,300100188392205,300100176735708,S_LeadName7564,0,RWS,CA,USA,53
S_LeadNumber7565,300100188392205,300100176735708,S_LeadName7565,53,RWS,CA,USA,33
S_LeadNumber7566,300100188392205,300100176735708,S_LeadName7566,85,RWS,CA,USA,85
S_LeadNumber7567,300100188392205,300100176735708,S_LeadName7567,53,RWS,CA,USA,86
S_LeadNumber7568,300100188392205,300100176735708,S_LeadName7568,3,RWS,CA,USA,35
S_LeadNumber7569,300100188392205,300100176735708,S_LeadName7569,63,RWS,CA,USA,43
S_LeadNumber7570,300100188392205,300100176735708,S_LeadName7570,45,RWS,CA,USA,53
S_LeadNumber7571,300100188392205,300100176735708,S_LeadName7571,45,RWS,CA,USA,84
S_LeadNumber7572,300100188392205,300100176735708,S_LeadName7572,80,RWS,CA,USA,45
S_LeadNumber7573,300100188392205,300100176735708,S_LeadName7573,74,RWS,CA,USA,71
S_LeadNumber7574,300100188392205,300100176735708,S_LeadName7574,89,RWS,CA,USA,51
S_LeadNumber7575,300100188392205,300100176735708,S_LeadName7575,32,RWS,CA,USA,4
S_LeadNumber7576,300100188392205,300100176735708,S_LeadName7576,72,RWS,CA,USA,68
S_LeadNumber7577,300100188392205,300100176735708,S_LeadName7577,18,RWS,CA,USA,2
S_LeadNumber7578,300100188392205,300100176735708,S_LeadName7578,63,RWS,CA,USA,5
S_LeadNumber7579,300100188392205,300100176735708,S_LeadName7579,73,RWS,CA,USA,77
S_LeadNumber7580,300100188392205,300100176735708,S_LeadName7580,75,RWS,CA,USA,37
S_LeadNumber7581,300100188392205,300100176735708,S_LeadName7581,63,RWS,CA,USA,95
S_LeadNumber7582,300100188392205,300100176735708,S_LeadName7582,70,RWS,CA,USA,56
S_LeadNumber7583,300100188392205,300100176735708,S_LeadName7583,89,RWS,CA,USA,19
S_LeadNumber7584,300100188392205,300100176735708,S_LeadName7584,26,RWS,CA,USA,84
S_LeadNumber7585,300100188392205,300100176735708,S_LeadName7585,70,RWS,CA,USA,66
S_LeadNumber7586,300100188392205,300100176735708,S_LeadName7586,59,RWS,CA,USA,91
S_LeadNumber7587,300100188392205,300100176735708,S_LeadName7587,84,RWS,CA,USA,20
S_LeadNumber7588,300100188392205,300100176735708,S_LeadName7588,6,RWS,CA,USA,1
S_LeadNumber7589,300100188392205,300100176735708,S_LeadName7589,13,RWS,CA,USA,80
S_LeadNumber7590,300100188392205,300100176735708,S_LeadName7590,1,RWS,CA,USA,6
S_LeadNumber7591,300100188392205,300100176735708,S_LeadName7591,21,RWS,CA,USA,65
S_LeadNumber7592,300100188392205,300100176735708,S_LeadName7592,57,RWS,CA,USA,72
S_LeadNumber7593,300100188392205,300100176735708,S_LeadName7593,62,RWS,CA,USA,51
S_LeadNumber7594,300100188392205,300100176735708,S_LeadName7594,55,RWS,CA,USA,41
S_LeadNumber7595,300100188392205,300100176735708,S_LeadName7595,80,RWS,CA,USA,12
S_LeadNumber7596,300100188392205,300100176735708,S_LeadName7596,9,RWS,CA,USA,77
S_LeadNumber7597,300100188392205,300100176735708,S_LeadName7597,40,RWS,CA,USA,98
S_LeadNumber7598,300100188392205,300100176735708,S_LeadName7598,54,RWS,CA,USA,90
S_LeadNumber7599,300100188392205,300100176735708,S_LeadName7599,16,RWS,CA,USA,82
S_LeadNumber7600,300100188392205,300100176735708,S_LeadName7600,63,RWS,CA,USA,50
S_LeadNumber7601,300100188392205,300100176735708,S_LeadName7601,72,RWS,CA,USA,88
S_LeadNumber7602,300100188392205,300100176735708,S_LeadName7602,63,RWS,CA,USA,37
S_LeadNumber7603,300100188392205,300100176735708,S_LeadName7603,26,RWS,CA,USA,80
S_LeadNumber7604,300100188392205,300100176735708,S_LeadName7604,49,RWS,CA,USA,13
S_LeadNumber7605,300100188392205,300100176735708,S_LeadName7605,70,RWS,CA,USA,6
S_LeadNumber7606,300100188392205,300100176735708,S_LeadName7606,13,RWS,CA,USA,76
S_LeadNumber7607,300100188392205,300100176735708,S_LeadName7607,98,RWS,CA,USA,68
S_LeadNumber7608,300100188392205,300100176735708,S_LeadName7608,52,RWS,CA,USA,59
S_LeadNumber7609,300100188392205,300100176735708,S_LeadName7609,79,RWS,CA,USA,68
S_LeadNumber7610,300100188392205,300100176735708,S_LeadName7610,29,RWS,CA,USA,38
S_LeadNumber7611,300100188392205,300100176735708,S_LeadName7611,14,RWS,CA,USA,87
S_LeadNumber7612,300100188392205,300100176735708,S_LeadName7612,41,RWS,CA,USA,90
S_LeadNumber7613,300100188392205,300100176735708,S_LeadName7613,80,RWS,CA,USA,82
S_LeadNumber7614,300100188392205,300100176735708,S_LeadName7614,55,RWS,CA,USA,84
S_LeadNumber7615,300100188392205,300100176735708,S_LeadName7615,75,RWS,CA,USA,86
S_LeadNumber7616,300100188392205,300100176735708,S_LeadName7616,60,RWS,CA,USA,14
S_LeadNumber7617,300100188392205,300100176735708,S_LeadName7617,6,RWS,CA,USA,67
S_LeadNumber7618,300100188392205,300100176735708,S_LeadName7618,22,RWS,CA,USA,56
S_LeadNumber7619,300100188392205,300100176735708,S_LeadName7619,60,RWS,CA,USA,39
S_LeadNumber7620,300100188392205,300100176735708,S_LeadName7620,68,RWS,CA,USA,74
S_LeadNumber7621,300100188392205,300100176735708,S_LeadName7621,12,RWS,CA,USA,41
S_LeadNumber7622,300100188392205,300100176735708,S_LeadName7622,44,RWS,CA,USA,43
S_LeadNumber7623,300100188392205,300100176735708,S_LeadName7623,39,RWS,CA,USA,65
S_LeadNumber7624,300100188392205,300100176735708,S_LeadName7624,3,RWS,CA,USA,55
S_LeadNumber7625,300100188392205,300100176735708,S_LeadName7625,10,RWS,CA,USA,49
S_LeadNumber7626,300100188392205,300100176735708,S_LeadName7626,74,RWS,CA,USA,17
S_LeadNumber7627,300100188392205,300100176735708,S_LeadName7627,69,RWS,CA,USA,43
S_LeadNumber7628,300100188392205,300100176735708,S_LeadName7628,53,RWS,CA,USA,40
S_LeadNumber7629,300100188392205,300100176735708,S_LeadName7629,80,RWS,CA,USA,99
S_LeadNumber7630,300100188392205,300100176735708,S_LeadName7630,23,RWS,CA,USA,25
S_LeadNumber7631,300100188392205,300100176735708,S_LeadName7631,6,RWS,CA,USA,8
S_LeadNumber7632,300100188392205,300100176735708,S_LeadName7632,80,RWS,CA,USA,86
S_LeadNumber7633,300100188392205,300100176735708,S_LeadName7633,96,RWS,CA,USA,68
S_LeadNumber7634,300100188392205,300100176735708,S_LeadName7634,71,RWS,CA,USA,57
S_LeadNumber7635,300100188392205,300100176735708,S_LeadName7635,78,RWS,CA,USA,65
S_LeadNumber7636,300100188392205,300100176735708,S_LeadName7636,34,RWS,CA,USA,29
S_LeadNumber7637,300100188392205,300100176735708,S_LeadName7637,71,RWS,CA,USA,79
S_LeadNumber7638,300100188392205,300100176735708,S_LeadName7638,70,RWS,CA,USA,17
S_LeadNumber7639,300100188392205,300100176735708,S_LeadName7639,72,RWS,CA,USA,61
S_LeadNumber7640,300100188392205,300100176735708,S_LeadName7640,12,RWS,CA,USA,46
S_LeadNumber7641,300100188392205,300100176735708,S_LeadName7641,25,RWS,CA,USA,87
S_LeadNumber7642,300100188392205,300100176735708,S_LeadName7642,88,RWS,CA,USA,38
S_LeadNumber7643,300100188392205,300100176735708,S_LeadName7643,62,RWS,CA,USA,50
S_LeadNumber7644,300100188392205,300100176735708,S_LeadName7644,51,RWS,CA,USA,82
S_LeadNumber7645,300100188392205,300100176735708,S_LeadName7645,86,RWS,CA,USA,97
S_LeadNumber7646,300100188392205,300100176735708,S_LeadName7646,42,RWS,CA,USA,47
S_LeadNumber7647,300100188392205,300100176735708,S_LeadName7647,31,RWS,CA,USA,7
S_LeadNumber7648,300100188392205,300100176735708,S_LeadName7648,81,RWS,CA,USA,86
S_LeadNumber7649,300100188392205,300100176735708,S_LeadName7649,56,RWS,CA,USA,52
S_LeadNumber7650,300100188392205,300100176735708,S_LeadName7650,65,RWS,CA,USA,93
S_LeadNumber7651,300100188392205,300100176735708,S_LeadName7651,55,RWS,CA,USA,15
S_LeadNumber7652,300100188392205,300100176735708,S_LeadName7652,38,RWS,CA,USA,66
S_LeadNumber7653,300100188392205,300100176735708,S_LeadName7653,75,RWS,CA,USA,97
S_LeadNumber7654,300100188392205,300100176735708,S_LeadName7654,80,RWS,CA,USA,95
S_LeadNumber7655,300100188392205,300100176735708,S_LeadName7655,52,RWS,CA,USA,73
S_LeadNumber7656,300100188392205,300100176735708,S_LeadName7656,32,RWS,CA,USA,96
S_LeadNumber7657,300100188392205,300100176735708,S_LeadName7657,33,RWS,CA,USA,86
S_LeadNumber7658,300100188392205,300100176735708,S_LeadName7658,11,RWS,CA,USA,47
S_LeadNumber7659,300100188392205,300100176735708,S_LeadName7659,4,RWS,CA,USA,47
S_LeadNumber7660,300100188392205,300100176735708,S_LeadName7660,34,RWS,CA,USA,52
S_LeadNumber7661,300100188392205,300100176735708,S_LeadName7661,22,RWS,CA,USA,49
S_LeadNumber7662,300100188392205,300100176735708,S_LeadName7662,25,RWS,CA,USA,5
S_LeadNumber7663,300100188392205,300100176735708,S_LeadName7663,79,RWS,CA,USA,56
S_LeadNumber7664,300100188392205,300100176735708,S_LeadName7664,34,RWS,CA,USA,10
S_LeadNumber7665,300100188392205,300100176735708,S_LeadName7665,29,RWS,CA,USA,100
S_LeadNumber7666,300100188392205,300100176735708,S_LeadName7666,56,RWS,CA,USA,30
S_LeadNumber7667,300100188392205,300100176735708,S_LeadName7667,22,RWS,CA,USA,10
S_LeadNumber7668,300100188392205,300100176735708,S_LeadName7668,39,RWS,CA,USA,13
S_LeadNumber7669,300100188392205,300100176735708,S_LeadName7669,82,RWS,CA,USA,61
S_LeadNumber7670,300100188392205,300100176735708,S_LeadName7670,50,RWS,CA,USA,17
S_LeadNumber7671,300100188392205,300100176735708,S_LeadName7671,26,RWS,CA,USA,62
S_LeadNumber7672,300100188392205,300100176735708,S_LeadName7672,52,RWS,CA,USA,9
S_LeadNumber7673,300100188392205,300100176735708,S_LeadName7673,33,RWS,CA,USA,80
S_LeadNumber7674,300100188392205,300100176735708,S_LeadName7674,96,RWS,CA,USA,13
S_LeadNumber7675,300100188392205,300100176735708,S_LeadName7675,58,RWS,CA,USA,43
S_LeadNumber7676,300100188392205,300100176735708,S_LeadName7676,56,RWS,CA,USA,42
S_LeadNumber7677,300100188392205,300100176735708,S_LeadName7677,62,RWS,CA,USA,43
S_LeadNumber7678,300100188392205,300100176735708,S_LeadName7678,73,RWS,CA,USA,63
S_LeadNumber7679,300100188392205,300100176735708,S_LeadName7679,19,RWS,CA,USA,21
S_LeadNumber7680,300100188392205,300100176735708,S_LeadName7680,39,RWS,CA,USA,12
S_LeadNumber7681,300100188392205,300100176735708,S_LeadName7681,87,RWS,CA,USA,43
S_LeadNumber7682,300100188392205,300100176735708,S_LeadName7682,71,RWS,CA,USA,2
S_LeadNumber7683,300100188392205,300100176735708,S_LeadName7683,71,RWS,CA,USA,19
S_LeadNumber7684,300100188392205,300100176735708,S_LeadName7684,24,RWS,CA,USA,99
S_LeadNumber7685,300100188392205,300100176735708,S_LeadName7685,77,RWS,CA,USA,91
S_LeadNumber7686,300100188392205,300100176735708,S_LeadName7686,87,RWS,CA,USA,75
S_LeadNumber7687,300100188392205,300100176735708,S_LeadName7687,76,RWS,CA,USA,25
S_LeadNumber7688,300100188392205,300100176735708,S_LeadName7688,84,RWS,CA,USA,70
S_LeadNumber7689,300100188392205,300100176735708,S_LeadName7689,63,RWS,CA,USA,44
S_LeadNumber7690,300100188392205,300100176735708,S_LeadName7690,17,RWS,CA,USA,12
S_LeadNumber7691,300100188392205,300100176735708,S_LeadName7691,15,RWS,CA,USA,55
S_LeadNumber7692,300100188392205,300100176735708,S_LeadName7692,9,RWS,CA,USA,42
S_LeadNumber7693,300100188392205,300100176735708,S_LeadName7693,55,RWS,CA,USA,41
S_LeadNumber7694,300100188392205,300100176735708,S_LeadName7694,17,RWS,CA,USA,19
S_LeadNumber7695,300100188392205,300100176735708,S_LeadName7695,82,RWS,CA,USA,45
S_LeadNumber7696,300100188392205,300100176735708,S_LeadName7696,72,RWS,CA,USA,75
S_LeadNumber7697,300100188392205,300100176735708,S_LeadName7697,83,RWS,CA,USA,39
S_LeadNumber7698,300100188392205,300100176735708,S_LeadName7698,70,RWS,CA,USA,78
S_LeadNumber7699,300100188392205,300100176735708,S_LeadName7699,54,RWS,CA,USA,1
S_LeadNumber7700,300100188392205,300100176735708,S_LeadName7700,80,RWS,CA,USA,64
S_LeadNumber7701,300100188392205,300100176735708,S_LeadName7701,63,RWS,CA,USA,64
S_LeadNumber7702,300100188392205,300100176735708,S_LeadName7702,46,RWS,CA,USA,88
S_LeadNumber7703,300100188392205,300100176735708,S_LeadName7703,86,RWS,CA,USA,88
S_LeadNumber7704,300100188392205,300100176735708,S_LeadName7704,41,RWS,CA,USA,49
S_LeadNumber7705,300100188392205,300100176735708,S_LeadName7705,33,RWS,CA,USA,98
S_LeadNumber7706,300100188392205,300100176735708,S_LeadName7706,4,RWS,CA,USA,14
S_LeadNumber7707,300100188392205,300100176735708,S_LeadName7707,35,RWS,CA,USA,81
S_LeadNumber7708,300100188392205,300100176735708,S_LeadName7708,16,RWS,CA,USA,30
S_LeadNumber7709,300100188392205,300100176735708,S_LeadName7709,87,RWS,CA,USA,84
S_LeadNumber7710,300100188392205,300100176735708,S_LeadName7710,9,RWS,CA,USA,69
S_LeadNumber7711,300100188392205,300100176735708,S_LeadName7711,78,RWS,CA,USA,60
S_LeadNumber7712,300100188392205,300100176735708,S_LeadName7712,71,RWS,CA,USA,84
S_LeadNumber7713,300100188392205,300100176735708,S_LeadName7713,62,RWS,CA,USA,12
S_LeadNumber7714,300100188392205,300100176735708,S_LeadName7714,8,RWS,CA,USA,53
S_LeadNumber7715,300100188392205,300100176735708,S_LeadName7715,12,RWS,CA,USA,58
S_LeadNumber7716,300100188392205,300100176735708,S_LeadName7716,13,RWS,CA,USA,72
