ProdGroupId,Language,SourceLang,ProdGroupName,AdminProdGroupName
999997826071192,US,US,Universal Records Management,Universal Records Management
999997826071193,US,US,Advanced Customer Services,Advanced Customer Services
999997826071194,US,US,Advanced Customer Services - T&M,Advanced Customer Services - T&M
999997826071195,US,US,BEA,BEA
999997826071196,US,US,On Demand,On Demand
999997826071197,US,US,Functional Testing Accelerator for Web Services,Functional Testing Accelerator for Web Services
999997826071198,US,US,Business Intelligence Technology,Business Intelligence Technology
999997826071199,US,US,Hyperion Essbase - System 9,Hyperion Essbase - System 9
999997826071200,US,US,Hyperion Web Analysis - System 9,Hyperion Web Analysis - System 9
999997826071201,US,US,BPEL Process Manager,BPEL Process Manager
999997826071202,US,US,Web Services Manager,Web Services Manager
999997826071203,US,US,Enterprise Repository,Enterprise Repository
999997826071204,US,US,Oracle User Productivity Kit (UPK),Oracle User Productivity Kit (UPK)
999997826071205,US,US,Test Manager for Web Applications ,Test Manager for Web Applications 
999997826071206,US,US,Internet Application Server Standard Edition One,Internet Application Server Standard Edition One
999997826071207,US,US,Other Application Server,Other Application Server
999997826071208,US,US,Load Testing Accelerator for Siebel,Load Testing Accelerator for Siebel
999997826071209,US,US,Pricing Analytics Fusion Edition,Pricing Analytics Fusion Edition
999997826071210,US,US,C_Agile Product Lifecycle Management - BI,C_Agile Product Lifecycle Management - BI
999997826071211,US,US,C_GRC (GRC Manager,C_GRC (GRC Manager
999997826071212,US,US,C_PSFT Enterprise - Tools,C_PSFT Enterprise - Tools
999997826071213,US,US,C_SO_Transportation,C_SO_Transportation
999997826071214,US,US,Oracle Communications Network Integrity,Oracle Communications Network Integrity
999997826071215,US,US,Oracle Remote Data Capture,Oracle Remote Data Capture
999997826071216,US,US,Healthcare,Healthcare
999997826071217,US,US,Acquired Retail Applications,Acquired Retail Applications
999997826071218,US,US,Non-License Support,Non-License Support
999997826071219,US,US,Role Manager,Role Manager
999997826071266,US,US,Unspecified & Other,Unspecified & Other
999997826071267,US,US,CBT Products - Active,CBT Products - Active
999997826071268,US,US,Global Order Promising,Global Order Promising
999997826071269,US,US,Oracle Communications Order and Service Management Connectors & Modules,Oracle Communications Order and Service Management Connectors & Modules
999997826071270,US,US,Flexcube,Flexcube
999997826071271,US,US,Non-License Documentation & Other,Non-License Documentation & Other
999997826071272,US,US,Database Enterprise Edition,Database Enterprise Edition
999997826071273,US,US,i-flex Flexcube,i-flex Flexcube
999997826071274,US,US,Siebel Data Quality,Siebel Data Quality
999997826071275,US,US,Virtual PBX,Virtual PBX
999997826071276,US,US,Load Testing for Web Applications Developer Edition,Load Testing for Web Applications Developer Edition
999997826071277,US,US,Non-License Products,Non-License Products
999997826071278,US,US,Berkeley DB Java Edition - Transactional Data Store,Berkeley DB Java Edition - Transactional Data Store
999997826071279,US,US,PeopleSoft Vertical Applications,PeopleSoft Vertical Applications
999997826071280,US,US,Service,Service
999997826071281,US,US,System Monitoring Plug-in for Network Devices,System Monitoring Plug-in for Network Devices
999997826071282,US,US,External Reclasses - Retek Applications,External Reclasses - Retek Applications
999997826071283,US,US,SOA Suite,SOA Suite
999997826071284,US,US,Intelligence,Intelligence
999997826071285,US,US,Financial\ESA Analytics (EPM),Financial\ESA Analytics (EPM)
999997826071286,US,US,Oracle Communications MetaSolv Solution Utilities,Oracle Communications MetaSolv Solution Utilities
999997826071287,US,US,Oracle Enterprise Taxation Management Business Intelligence,Oracle Enterprise Taxation Management Business Intelligence
999997826071288,US,US,Oracle Utilities Work and Asset Management,Oracle Utilities Work and Asset Management
999997826071289,US,US,Oracle Communications Configuration Management Module,Oracle Communications Configuration Management Module
999997826071290,US,US,Retek Supply Chain Management (SC2),Retek Supply Chain Management (SC2)
999997826071291,US,US,Master Data Management - Administrative & Development,Master Data Management - Administrative & Development
999997826071292,US,US,Oracle Communications ASAP Cartridges - TDM Data,Oracle Communications ASAP Cartridges - TDM Data
999997826071293,US,US,Oracle Utilities Work and Asset Management - Other,Oracle Utilities Work and Asset Management - Other
999997826071294,US,US,PeopleSoft Enterprise Bundles ERP,PeopleSoft Enterprise Bundles ERP
999997826071295,US,US,PeopleSoft Enterprise FMS Suite,PeopleSoft Enterprise FMS Suite
999997826071296,US,US,Oracle Communications Unified Inventory Management - Technology Packs,Oracle Communications Unified Inventory Management - Technology Packs
999997826071297,US,US,Agile ECAD Connector,Agile ECAD Connector
999997826071298,US,US,Agile Product Quality Management,Agile Product Quality Management
999997826071299,US,US,All Technology Components,All Technology Components
999997826071300,US,US,Oracle Utilities Network Management - Other,Oracle Utilities Network Management - Other
999997826071301,US,US,Agile Product Governance and Compliance,Agile Product Governance and Compliance
999997826071302,US,US,Complex Maintenance- Repair and Overhaul,Complex Maintenance- Repair and Overhaul
999997826071303,US,US,Communications\Utilities,Communications\Utilities
999997826071304,US,US,Supply-Side Product Data Synchronization for GDSN,Supply-Side Product Data Synchronization for GDSN
999997826071306,US,US,HR Intelligence,HR Intelligence
999997826071307,US,US,Profitability Manager,Profitability Manager
999997826071308,US,US,Logistics Inventory Visibility,Logistics Inventory Visibility
999997826071309,US,US,Mobile Supply Chain Applications,Mobile Supply Chain Applications
999997826071310,US,US,Service Analytics Fusion Edition,Service Analytics Fusion Edition
999997826071311,US,US,Grants,Grants
999997826071312,US,US,eBusiness Suite 2003,eBusiness Suite 2003
999997826071313,US,US,Siebel eTraining,Siebel eTraining
999997826071314,US,US,Oracle Communications IP Service Activator Modules - OSS Integration & Service Assurance,Oracle Communications IP Service Activator Modules - OSS Integration & Service Assurance
999997826071315,US,US,Siebel ERM Analytics,Siebel ERM Analytics
999997826071316,US,US,Entitlements Server Security Module,Entitlements Server Security Module
999997826071317,US,US,Oracle Utilities Outage Management Business Intelligence,Oracle Utilities Outage Management Business Intelligence
999997826071318,US,US,Exchange Marketplace,Exchange Marketplace
999997826071319,US,US,Adaptive Access Manager,Adaptive Access Manager
999997826071320,US,US,Siebel Sales Mobile,Siebel Sales Mobile
999997826071321,US,US,Captovation - Legacy,Captovation - Legacy
999997826071322,US,US,Answers,Answers
999997826071323,US,US,Database Lite Mobile Server,Database Lite Mobile Server
999997826071324,US,US,AutoVue 2D Professional,AutoVue 2D Professional
999997826071325,US,US,Siebel eMail Response,Siebel eMail Response
999997826071326,US,US,Campus Solutions Analytics (EPM),Campus Solutions Analytics (EPM)
999997826071327,US,US,Supply Chain and Order Management Analytics Fusion Edition,Supply Chain and Order Management Analytics Fusion Edition
999997826071329,US,US,Agile Product Cost Management,Agile Product Cost Management
999997826071330,US,US,Business Intelligence Suite Enterprise Edition Plus,Business Intelligence Suite Enterprise Edition Plus
999997826071331,US,US,Data Integrator - Target Database,Data Integrator - Target Database
999997826071332,US,US,Diagnostics Pack,Diagnostics Pack
999997826071333,US,US,Governance-Risk and Compliance (GRC) Applications,Governance-Risk and Compliance (GRC) Applications
999997826071334,US,US,Oracle Communications Billing and Revenue Management Seat-Based Products,Oracle Communications Billing and Revenue Management Seat-Based Products
999997826071335,US,US,Diagnostics Pack for Oracle Middleware,Diagnostics Pack for Oracle Middleware
999997826071336,US,US,DG350I Green Servers,DG350I Green Servers
999997826071337,US,US,Berkeley DB - Concurrent Data Store,Berkeley DB - Concurrent Data Store
999997826071338,US,US,Siebel Web Objects,Siebel Web Objects
999997826071339,US,US,Retail Applications,Retail Applications
999997826071340,US,US,Siebel Applications,Siebel Applications
999997826071341,US,US,NonLC,NonLC
999997826071342,US,US,SPA,SPA
999997826071343,US,US,Interaction Center Technology,Interaction Center Technology
999997826071344,US,US,CBT Products - Inactive,CBT Products - Inactive
999997826071345,US,US,OLA,OLA
999997826071346,US,US,Other,Other
999997826071347,US,US,PeopleSoft Enterprise CRM Suite,PeopleSoft Enterprise CRM Suite
999997826071348,US,US,Advanced Outbound Telephony,Advanced Outbound Telephony
999997826071349,US,US,Information Rights Management,Information Rights Management
999997826071350,US,US,CRM On Demand,CRM On Demand
999997826071351,US,US,Real-Time Decision (RTD) Technology,Real-Time Decision (RTD) Technology
999997826071352,US,US,Customer Hub Data Steward,Customer Hub Data Steward
999997826071353,US,US,Real User Experience Insight,Real User Experience Insight
999997826071354,US,US,Coherence Standard Edition,Coherence Standard Edition
999997826071355,US,US,Business Intelligence Standard Edition One,Business Intelligence Standard Edition One
999997826071356,US,US,Siebel CRM Base,Siebel CRM Base
999997826071357,US,US,Siebel Orders,Siebel Orders
999997826071358,US,US,Express,Express
999997826071359,US,US,Enterprise Asset Management,Enterprise Asset Management
999997826071360,US,US,Imaging and Process Management,Imaging and Process Management
999997826071361,US,US,Oracle Thesaurus Management System,Oracle Thesaurus Management System
999997826071362,US,US,Coherence Grid Edition,Coherence Grid Edition
999997826071363,US,US,Hyperion Essbase Visual Explorer,Hyperion Essbase Visual Explorer
999997826071364,US,US,Directory Services,Directory Services
999997826071365,US,US,Siebel Enterprise Integration Manager (EIM),Siebel Enterprise Integration Manager (EIM)
999997826071366,US,US,TeleService,TeleService
999997826071367,US,US,Financials Intelligence,Financials Intelligence
999997826071368,US,US,Audit Vault,Audit Vault
999997826071369,US,US,Berkeley DB - Data Store,Berkeley DB - Data Store
999997826071370,US,US,WebCenter Suite,WebCenter Suite
999997826071371,US,US,Advances,Advances
999997826071372,US,US,Siebel Analytics CRM,Siebel Analytics CRM
999997826071373,US,US,Oracle Data Quality for Data Integrator,Oracle Data Quality for Data Integrator
999997826071374,US,US,Oracle Communications IP Service Activator Modules - Service Management,Oracle Communications IP Service Activator Modules - Service Management
999997826071375,US,US,PeopleSoft Enterprise SCM Suite,PeopleSoft Enterprise SCM Suite
999997826071376,US,US,Application Testing,Application Testing
999997826071377,US,US,MetaSolv Software Bundle - Nonstandard User,MetaSolv Software Bundle - Nonstandard User
999997826071378,US,US,Auto Vue Electro-Mechanical Professional for Agile,Auto Vue Electro-Mechanical Professional for Agile
999997826071379,US,US,Financial Services Analytics,Financial Services Analytics
999997826071380,US,US,Marketing Analytics Fusion Edition,Marketing Analytics Fusion Edition
999997826071381,US,US,Other Server,Other Server
999997826071382,US,US,Retail,Retail
999997826071383,US,US,Siebel PRM UAN,Siebel PRM UAN
999997826071384,US,US,Secure Enterprise Search Connectors,Secure Enterprise Search Connectors
999997826071385,US,US,Process Manufacturing,Process Manufacturing
999997826071386,US,US,Oracle Communications Objectel Connectors & Modules,Oracle Communications Objectel Connectors & Modules
999997826071387,US,US,Database Enterprise Management,Database Enterprise Management
999997826071388,US,US,AutoVue VueLink Integration,AutoVue VueLink Integration
999997826071389,US,US,Collaboration Suite,Collaboration Suite
999997826071390,US,US,Siebel Integration Pack for Trade Promotion Management,Siebel Integration Pack for Trade Promotion Management
999997826071391,US,US,Oracle Communications MetaSolv Solution Modules - Misc. Management,Oracle Communications MetaSolv Solution Modules - Misc. Management
999997826071392,US,US,Siebel Professional Services,Siebel Professional Services
999997826071393,US,US,Human Resources,Human Resources
999997826071394,US,US,OLA - Active,OLA - Active
999997826071395,US,US,Non-License Intercompany Revenues,Non-License Intercompany Revenues
999997826071396,US,US,Demantra Trade Promotion Optimization,Demantra Trade Promotion Optimization
999997826071397,US,US,Identity Manager Connector,Identity Manager Connector
999997826072949,US,US,Acquired Retail Application - Obsolete,Acquired Retail Application - Obsolete
999997826072950,US,US,Other,Other
999997826072951,US,US,Demantra,Demantra
999997826070939,US,US,Oracle Communications MetaSolv Solution Modules - Trouble Management,Oracle Communications MetaSolv Solution Modules - Trouble Management
999997826070777,US,US,Agile Product Data Management for Process,Agile Product Data Management for Process
999997826070818,US,US,Oracle Configuration Controls for E-Business Suite,Oracle Configuration Controls for E-Business Suite
999997826070859,US,US,750VR Servers,750VR Servers
999997826071305,US,US,Inventory Optimization,Inventory Optimization
999997826071328,US,US,PeopleSoft Enterprise Asset Lifecycle Management,PeopleSoft Enterprise Asset Lifecycle Management
999997826070697,KO,KO,Communications\Utilities CRM Other    ,Communications\Utilities CRM Other    
999997826070698,KO,KO,Procurement Contracts  ,Procurement Contracts  
999997826070699,KO,KO,Advanced Inbound Telephony  ,Advanced Inbound Telephony  
999997826070700,KO,KO,Siebel .COM Server ,Siebel .COM Server 
999997826070701,KO,KO,Siebel E-Commerce ,Siebel E-Commerce 
999997826070702,KO,KO,Siebel eCustomer ,Siebel eCustomer 
999997826070703,KO,KO,Siebel eDocs,Siebel eDocs
999997826070704,KO,KO,Siebel Pool of Funds ,Siebel Pool of Funds 
999997826070705,KO,KO,Vertical ERP Applications  ,Vertical ERP Applications  
999997826070706,KO,KO,Master Data Management - Administrative & Development CRM       ,Master Data Management - Administrative & Development CRM       
999997826070707,KO,KO,Customer Data Management  ,Customer Data Management  
999997826070708,KO,KO,Customer Hub Add-on B2B  ,Customer Hub Add-on B2B  
999997826070709,KO,KO,Customer Hub B2B ,Customer Hub B2B 
999997826070710,KO,KO,Master Data Management - Customer Hub for B2C     ,Master Data Management - Customer Hub for B2C     
999997826070680,KO,KO,JD Edwards World CRM ,JD Edwards World CRM 
999997826070681,KO,KO,JD Edwards World Contracts  ,JD Edwards World Contracts  
999997826070682,KO,KO,PeopleSoft Enterprise CRM  ,PeopleSoft Enterprise CRM  
999997826070683,KO,KO,PeopleSoft Enterprise Bundles   ,PeopleSoft Enterprise Bundles   
999997826070684,KO,KO,Marketing,Marketing
999997826070685,KO,KO,Oracle Deal Management  ,Oracle Deal Management  
999997826070686,KO,KO,Telesales,Telesales
999997826070687,KO,KO,Order Management CRM ,Order Management CRM 
999997826070688,KO,KO,NonLC,NonLC
999997826070689,KO,KO,User Adoption Services  ,User Adoption Services  
999997826070690,KO,KO,GPO,GPO
999997826070691,KO,KO,NonLC,NonLC
999997826070692,KO,KO,License,License
999997826070693,KO,KO,Applications,Applications
999997826070694,KO,KO,CRM Intelligence ,CRM Intelligence 
999997826070695,KO,KO,Sales Analyzers ,Sales Analyzers 
999997826070696,KO,KO,Communications\Utilities CRM   ,Communications\Utilities CRM   
999997826070775,KO,KO,Agile Product Lifecycle Management Business Intelligence       ,Agile Product Lifecycle Management Business Intelligence       
999997826070776,KO,KO,Agile Content Catalog Connector   ,Agile Content Catalog Connector   
999997826070778,KO,KO,Agile Product Portfolio Management    ,Agile Product Portfolio Management    
999997826070779,KO,KO,Agile Product Lifecycle Management Datamart     ,Agile Product Lifecycle Management Datamart     
999997826070780,KO,KO,Agile Product Lifecycle Management for Process     ,Agile Product Lifecycle Management for Process     
999997826070781,KO,KO,Agile Formulation and Compliance for Process     ,Agile Formulation and Compliance for Process     
999997826070782,KO,KO,Agile New Product Development and Introduction for Process       ,Agile New Product Development and Introduction for Process       
999997826070783,KO,KO,Siebel Service CRM ,Siebel Service CRM 
999997826070784,KO,KO,Agile Product Lifecycle Management    ,Agile Product Lifecycle Management    
999997826070785,KO,KO,Agile Product Lifecycle Management Integration     ,Agile Product Lifecycle Management Integration     
999997826070786,KO,KO,Agile CAD Library Connector   ,Agile CAD Library Connector   
999997826070787,KO,KO,Enterprise Visualization  ,Enterprise Visualization  
999997826070788,KO,KO,AutoVue 3D Professional Advanced   ,AutoVue 3D Professional Advanced   
999997826070789,KO,KO,AutoVue Electro-Mechanical Professional    ,AutoVue Electro-Mechanical Professional    
999997826070790,KO,KO,AutoVue Office ,AutoVue Office 
999997826070791,KO,KO,Siebel eContent ,Siebel eContent 
999997826070792,KO,KO,Governance- Risk and Compliance (GRC)    ,Governance- Risk and Compliance (GRC)    
999997826070793,KO,KO,Agile Engineering Data Management   ,Agile Engineering Data Management   
999997826070794,KO,KO,Agile Variant Management  ,Agile Variant Management  
999997826070795,KO,KO,Agile ERP Adapter ,Agile ERP Adapter 
999997826070796,KO,KO,Agile MCAD Connector ,Agile MCAD Connector 
999997826070797,KO,KO,Governance- Risk- and Compliance for PeopleSoft      ,Governance- Risk- and Compliance for PeopleSoft      
999997826070798,KO,KO,LogicalApps Third Party  ,LogicalApps Third Party  
999997826070799,KO,KO,Agile Engineering Collaboration   ,Agile Engineering Collaboration   
999997826070800,KO,KO,Oracle Application Access Controls Governor     ,Oracle Application Access Controls Governor     
999997826070801,KO,KO,Oracle Configuration Controls Governor    ,Oracle Configuration Controls Governor    
999997826070802,KO,KO,ERP Applications ,ERP Applications 
999997826070803,KO,KO,Agile Advantage ,Agile Advantage 
999997826070804,KO,KO,Agile Advantage Product Lifecycle Management     ,Agile Advantage Product Lifecycle Management     
999997826070805,KO,KO,Configuration Controls Governor for PeopleSoft     ,Configuration Controls Governor for PeopleSoft     
999997826070806,KO,KO,Configuration Controls for Peoplesoft Enterprise      ,Configuration Controls for Peoplesoft Enterprise      
999997826070807,KO,KO,Oracle Utilities Lodestar Third Party Applications      ,Oracle Utilities Lodestar Third Party Applications      
999997826070808,KO,KO,Oracle Utilities Meter Data Management Standard Edition       ,Oracle Utilities Meter Data Management Standard Edition       
999997826070809,KO,KO,Oracle Utilities Mobile Workforce Management     ,Oracle Utilities Mobile Workforce Management     
999997826070810,KO,KO,Oracle Utilities Mobile Workforce Management - Other      ,Oracle Utilities Mobile Workforce Management - Other      
999997826070811,KO,KO,Energy,Energy
999997826070812,KO,KO,Energy - All Components  ,Energy - All Components  
999997826070813,KO,KO,900VR Servers,900VR Servers
999997826070814,KO,KO,Oracle Other Applications  ,Oracle Other Applications  
999997826070815,KO,KO,Applications Technology  ,Applications Technology  
999997826070816,KO,KO,Oracle Utilities Network Management    ,Oracle Utilities Network Management    
999997826070817,KO,KO,Agile Food and Drug Administration Validtion Pak      ,Agile Food and Drug Administration Validtion Pak      
999997826070819,KO,KO,JD Edwards World ERP ,JD Edwards World ERP 
999997826070820,KO,KO,JD Edwards World - Legacy  ,JD Edwards World - Legacy  
999997826070821,KO,KO,Install\Upgrade ,Install\Upgrade 
999997826070822,KO,KO,OPN License,OPN License
999997826070823,KO,KO,Shop Floor Management  ,Shop Floor Management  
999997826070824,KO,KO,8500RT Servers ,8500RT Servers 
999997826070825,KO,KO,Oracle Utilities Applications   ,Oracle Utilities Applications   
999997826070826,KO,KO,Tutor for Applications  ,Tutor for Applications  
999997826070827,KO,KO,Public Sector\University  ,Public Sector\University  
999997826070828,KO,KO,JD Edwards EnterpriseOne ERP   ,JD Edwards EnterpriseOne ERP   
999997826070829,KO,KO,JD Edwards World Third Party   ,JD Edwards World Third Party   
999997826070830,KO,KO,Financial Services ,Financial Services 
999997826070831,KO,KO,Financial Data Manager  ,Financial Data Manager  
999997826070832,KO,KO,Other Applications ,Other Applications 
999997826070833,KO,KO,External Reclasses - Applications   ,External Reclasses - Applications   
999997826070834,KO,KO,7000RT Servers ,7000RT Servers 
999997826070835,KO,KO,Oracle Enterprise RealTime Scheduling Third Party Applications        ,Oracle Enterprise RealTime Scheduling Third Party Applications        
999997826070836,KO,KO,JD Edwards EnterpriseOne DE Third Party    ,JD Edwards EnterpriseOne DE Third Party    
999997826070837,KO,KO,6500RT Servers ,6500RT Servers 
999997826070838,KO,KO,Oracle Real-Time Appointment Scheduler    ,Oracle Real-Time Appointment Scheduler    
999997826070839,KO,KO,Oracle Utilities Billing Component    ,Oracle Utilities Billing Component    
999997826070840,KO,KO,SPL Enterprise Revenue Management   ,SPL Enterprise Revenue Management   
999997826070919,KO,KO,Oracle Communications IP Service Activator Cartridges - Device Cartridges         ,Oracle Communications IP Service Activator Cartridges - Device Cartridges         
999997826070920,KO,KO,Oracle Communications ASAP Cartridges - Voice Messaging       ,Oracle Communications ASAP Cartridges - Voice Messaging       
999997826070921,KO,KO,Oracle Communications ASAP Cartridges - Voice Over TDM       ,Oracle Communications ASAP Cartridges - Voice Over TDM       
999997826070922,KO,KO,Oracle Communications MetaSolv Solution Data Tools      ,Oracle Communications MetaSolv Solution Data Tools      
999997826070923,KO,KO,Demantra Deduction and Settlement Management     ,Demantra Deduction and Settlement Management     
999997826070924,KO,KO,Demantra Demand Management  ,Demantra Demand Management  
999997826070925,KO,KO,Product Hub Data Steward  ,Product Hub Data Steward  
999997826070926,KO,KO,Master Data Management - Product Information Management       ,Master Data Management - Product Information Management       
999997826070927,KO,KO,Product Hub,Product Hub
999997826070928,KO,KO,Demantra Infrastructure  ,Demantra Infrastructure  
999997826070929,KO,KO,Demantra Promotion Modeling   ,Demantra Promotion Modeling   
999997826070930,KO,KO,Demantra Templates ,Demantra Templates 
999997826070931,KO,KO,Master Data Management - Vertical Product Hub     ,Master Data Management - Vertical Product Hub     
999997826070932,KO,KO,Order Management ,Order Management 
999997826070933,KO,KO,Configurator,Configurator
999997826070934,KO,KO,Compensation Workbench  ,Compensation Workbench  
999997826070935,KO,KO,iProcurement,iProcurement
999997826070936,KO,KO,iSupplier Portal ,iSupplier Portal 
999997826070937,KO,KO,Product Lifecycle Management   ,Product Lifecycle Management   
999997826070938,KO,KO,Projects,Projects
999997826071220,KO,KO,Internet Application Server Standard Edition     ,Internet Application Server Standard Edition     
999997826071221,KO,KO,Hyperion Financial Reporting - System 9    ,Hyperion Financial Reporting - System 9    
999997826071222,KO,KO,Hyperion SQR Production Reporting - System 9     ,Hyperion SQR Production Reporting - System 9     
999997826071223,KO,KO,Reporting and Publishing  ,Reporting and Publishing  
999997826071224,KO,KO,Outside In OEM ,Outside In OEM 
999997826071225,KO,KO,Universal Records Management Adapter for Microsoft Sharepoint        ,Universal Records Management Adapter for Microsoft Sharepoint        
999997826071226,KO,KO,Oracle Communications Network Intelligence     ,Oracle Communications Network Intelligence     
999997826071227,KO,KO,JD Edwards EnterpriseOne User Revenue and Third Party Apps       ,JD Edwards EnterpriseOne User Revenue and Third Party Apps       
999997826071228,KO,KO,Internet Application Server Enterprise Edition     ,Internet Application Server Enterprise Edition     
999997826071229,KO,KO,Business Intelligence Standard Edition    ,Business Intelligence Standard Edition    
999997826071230,KO,KO,Siebel Universal Customer Master   ,Siebel Universal Customer Master   
999997826071231,KO,KO,Hyperion Interactive Reporting - System 9     ,Hyperion Interactive Reporting - System 9     
999997826071232,KO,KO,Workforce Analytics (EPM)  ,Workforce Analytics (EPM)  
999997826071233,KO,KO,JD Edwards EnterpriseOne Tools & Technology     ,JD Edwards EnterpriseOne Tools & Technology     
999997826071234,KO,KO,Oracle Document Capture  ,Oracle Document Capture  
999997826071235,KO,KO,C_PSFT Enterprise - HCM  ,C_PSFT Enterprise - HCM  
999997826071236,KO,KO,Coherence Enterprise Edition   ,Coherence Enterprise Edition   
999997826071237,KO,KO,Supply Chain Analytics (EPM)   ,Supply Chain Analytics (EPM)   
999997826071238,KO,KO,i-flex Basel Basic ,i-flex Basel Basic 
999997826071239,KO,KO,Business Process Management Suite   ,Business Process Management Suite   
999997826071240,KO,KO,External Reclass - Consulting   ,External Reclass - Consulting   
999997826071241,KO,KO,Oracle Technology ,Oracle Technology 
999997826071242,KO,KO,JD Edwards World Vertical  ,JD Edwards World Vertical  
999997826071243,KO,KO,Guaranteed Purchased ,Guaranteed Purchased 
999997826071244,KO,KO,Site License,Site License
999997826071245,KO,KO,Oracle Communications Unified Inventory Management      ,Oracle Communications Unified Inventory Management      
999997826071246,KO,KO,C_JDE Tools,C_JDE Tools
999997826071247,KO,KO,Service Offerings ,Service Offerings 
999997826071248,KO,KO,Master Data Management - Customer Hub for B2B     ,Master Data Management - Customer Hub for B2B     
999997826071249,KO,KO,Oracle Communications Other Inventory Management      ,Oracle Communications Other Inventory Management      
999997826071250,KO,KO,Technology Foundation  ,Technology Foundation  
999997826071251,KO,KO,Business Intelligence Technology - ETL and Adapters      ,Business Intelligence Technology - ETL and Adapters      
999997826071252,KO,KO,Load Testing for Web Applications   ,Load Testing for Web Applications   
999997826071253,KO,KO,Advanced Product Services  ,Advanced Product Services  
999997826071254,KO,KO,Weblogic Portal ,Weblogic Portal 
999997826071255,KO,KO,Computer Based Training  ,Computer Based Training  
999997826071256,KO,KO,System Monitoring Plug-in for Hosts    ,System Monitoring Plug-in for Hosts    
999997826071257,KO,KO,Other Education ,Other Education 
999997826071258,KO,KO,Tuxedo,Tuxedo
999997826071259,KO,KO,Collaboration,Collaboration
999997826071260,KO,KO,User Adoption Services  ,User Adoption Services  
999997826071261,KO,KO,External Reclass - Tools  ,External Reclass - Tools  
999997826071262,KO,KO,Supply Chain & Order Management Intelligence     ,Supply Chain & Order Management Intelligence     
999997826071263,KO,KO,Applications and Systems Management    ,Applications and Systems Management    
999997826070711,KO,KO,Customer Hub Add-on B2C  ,Customer Hub Add-on B2C  
999997826070712,KO,KO,PeopleSoft Enterprise Contracts   ,PeopleSoft Enterprise Contracts   
999997826070713,KO,KO,Siebel CRM Applications  ,Siebel CRM Applications  
999997826070714,KO,KO,Oracle Contact Center Anywhere   ,Oracle Contact Center Anywhere   
999997826070715,KO,KO,Telephony@Work - Legacy  ,Telephony@Work - Legacy  
999997826070716,KO,KO,Siebel Quotes,Siebel Quotes
999997826070717,KO,KO,Siebel eAdvisor ,Siebel eAdvisor 
999997826070718,KO,KO,Siebel eCatalog ,Siebel eCatalog 
999997826070719,KO,KO,Siebel eConfigurator ,Siebel eConfigurator 
999997826070720,KO,KO,Siebel ePricer ,Siebel ePricer 
999997826070721,KO,KO,Siebel Marketing ,Siebel Marketing 
999997826070722,KO,KO,Siebel eSales,Siebel eSales
999997826070723,KO,KO,Siebel eService ,Siebel eService 
999997826070724,KO,KO,OPN - Siebel License ,OPN - Siebel License 
999997826070725,KO,KO,Siebel Professional Edition - Customer Order Management       ,Siebel Professional Edition - Customer Order Management       
999997826070726,KO,KO,Siebel MidMarket Edition  ,Siebel MidMarket Edition  
999997826070727,KO,KO,Siebel Professional Edition - Sales    ,Siebel Professional Edition - Sales    
999997826070728,KO,KO,Siebel Professional Edition - Orders    ,Siebel Professional Edition - Orders    
999997826070729,KO,KO,Siebel Professional Edition - ePricer    ,Siebel Professional Edition - ePricer    
999997826070730,KO,KO,Siebel Professional Edition - Marketing    ,Siebel Professional Edition - Marketing    
999997826070731,KO,KO,Siebel eEvents ,Siebel eEvents 
999997826070732,KO,KO,Siebel Nexus,Siebel Nexus
999997826070733,KO,KO,Siebel Component Assembly  ,Siebel Component Assembly  
999997826070734,KO,KO,Siebel Professional Edition - Services    ,Siebel Professional Edition - Services    
999997826070735,KO,KO,Siebel Sales Base ,Siebel Sales Base 
999997826070736,KO,KO,Siebel Sales,Siebel Sales
999997826070737,KO,KO,Siebel Incentive Compensation   ,Siebel Incentive Compensation   
999997826070738,KO,KO,Siebel Partner Relationship Management    ,Siebel Partner Relationship Management    
999997826070739,KO,KO,Siebel Janna,Siebel Janna
999997826070740,KO,KO,Siebel Partner Manager  ,Siebel Partner Manager  
999997826070741,KO,KO,Siebel Sales CRM ,Siebel Sales CRM 
999997826070742,KO,KO,Siebel Sales Package ,Siebel Sales Package 
999997826070743,KO,KO,DG350A Green Servers ,DG350A Green Servers 
999997826070744,KO,KO,DG350B Green Servers ,DG350B Green Servers 
999997826070745,KO,KO,DG350C Green Servers ,DG350C Green Servers 
999997826070746,KO,KO,Oracle Communications Billing and Revenue Management Server       ,Oracle Communications Billing and Revenue Management Server       
999997826070747,KO,KO,Siebel Service ,Siebel Service 
999997826070748,KO,KO,Siebel Call Center ,Siebel Call Center 
999997826070749,KO,KO,Oracle Communications Network Mediation Cartridges Kits       ,Oracle Communications Network Mediation Cartridges Kits       
999997826070750,KO,KO,DG350D Green Servers ,DG350D Green Servers 
999997826070751,KO,KO,DG350E Green Servers ,DG350E Green Servers 
999997826070752,KO,KO,DG350F Green Servers ,DG350F Green Servers 
999997826070753,KO,KO,DG350M Green Servers ,DG350M Green Servers 
999997826070754,KO,KO,DG350H Green Servers ,DG350H Green Servers 
999997826070755,KO,KO,DG350G Green Servers ,DG350G Green Servers 
999997826070756,KO,KO,DG 150 Green Servers ,DG 150 Green Servers 
999997826070757,KO,KO,Insurance Applications  ,Insurance Applications  
999997826070758,KO,KO,Portal Third Party Applications   ,Portal Third Party Applications   
